stock_symbol,date,rsi,macd,bollinger_bands,sma,ema,stochastic,atr,obv,fibonacci_retracement,ichimoku_cloud,parabolic_sar,score
CAPRIHANS,2024-08-31,"{'value': np.float64(60.44905), 'signal': None}","{'value': {'macd': np.float64(1.34536), 'signal': np.float64(0.16292), 'histogram': np.float64(1.18243)}, 'signal': 'bullish'}","{'middle_band': np.float64(146.0625), 'upper_band': np.float64(155.72049), 'lower_band': np.float64(136.40451), 'signal': None}","{'value': np.float64(146.0625), 'signal': 'bullish'}","{'value': np.float64(148.19923), 'signal': 'bullish'}","{'k_value': np.float64(84.61538), 'd_value': np.float64(84.91956), 'signal': 'bearish'}","{'value': np.float64(5.18929), 'signal': 'stable'}","{'value': -203877, 'signal': 'bullish'}","{'levels': {'level_0': array(257.25), 'level_236': array(228.6822), 'level_382': array(211.0089), 'level_618': array(182.4411), 'level_100': array(136.2)}, 'signal': 'bearish'}","{'tenkan_sen': 149.0, 'kijun_sen': 143.0, 'senkou_span_a': 150.3125, 'senkou_span_b': 158.0, 'chikou_span': 0.0, 'signal': 'neutral'}","{'value': 142.39409, 'signal': 'bullish'}",54.0
INTLCONV,2024-08-31,"{'value': np.float64(57.8346), 'signal': None}","{'value': {'macd': np.float64(0.71801), 'signal': np.float64(0.42308), 'histogram': np.float64(0.29493)}, 'signal': 'bullish'}","{'middle_band': np.float64(82.151), 'upper_band': np.float64(87.94496), 'lower_band': np.float64(76.35704), 'signal': None}","{'value': np.float64(82.151), 'signal': 'bullish'}","{'value': np.float64(82.85232), 'signal': 'bullish'}","{'k_value': np.float64(60.64982), 'd_value': np.float64(66.30566), 'signal': 'bearish'}","{'value': np.float64(3.48786), 'signal': 'volatile'}","{'value': 3618545, 'signal': 'bearish'}","{'levels': {'level_0': array(120.06), 'level_236': array(108.12548), 'level_382': array(100.74226), 'level_618': array(88.80774), 'level_100': array(69.49)}, 'signal': 'bearish'}","{'tenkan_sen': 84.685, 'kijun_sen': 82.65, 'senkou_span_a': 80.49, 'senkou_span_b': 80.925, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 77.39921, 'signal': 'bullish'}",53.97
JINDRILL,2024-08-31,"{'value': np.float64(61.42222), 'signal': None}","{'value': {'macd': np.float64(6.37382), 'signal': np.float64(4.80766), 'histogram': np.float64(1.56617)}, 'signal': 'bullish'}","{'middle_band': np.float64(648.385), 'upper_band': np.float64(689.4635), 'lower_band': np.float64(607.3065), 'signal': None}","{'value': np.float64(648.385), 'signal': 'bullish'}","{'value': np.float64(647.72418), 'signal': 'bullish'}","{'k_value': np.float64(46.34628), 'd_value': np.float64(52.44679), 'signal': 'bearish'}","{'value': np.float64(19.06786), 'signal': 'stable'}","{'value': 367232, 'signal': 'bullish'}","{'levels': {'level_0': array(878.85), 'level_236': array(761.263), 'level_382': array(688.5185), 'level_618': array(570.9315), 'level_100': array(380.6)}, 'signal': 'neutral'}","{'tenkan_sen': 661.0, 'kijun_sen': 641.375, 'senkou_span_a': 624.125, 'senkou_span_b': 663.9, 'chikou_span': 0.0, 'signal': 'neutral'}","{'value': 644.54969, 'signal': 'bullish'}",53.93
SWASTIVI,2024-08-31,"{'value': np.float64(60.41667), 'signal': None}","{'value': {'macd': np.float64(0.11303), 'signal': np.float64(0.0266), 'histogram': np.float64(0.08643)}, 'signal': 'bullish'}","{'middle_band': np.float64(7.1995), 'upper_band': np.float64(7.9395), 'lower_band': np.float64(6.4595), 'signal': None}","{'value': np.float64(7.1995), 'signal': 'bullish'}","{'value': np.float64(7.33097), 'signal': 'bullish'}","{'k_value': np.float64(59.56284), 'd_value': np.float64(63.57013), 'signal': 'bearish'}","{'value': np.float64(0.425), 'signal': 'volatile'}","{'value': 9263658, 'signal': 'bearish'}","{'levels': {'level_0': array(10.01), 'level_236': array(8.96924), 'level_382': array(8.32538), 'level_618': array(7.28462), 'level_100': array(5.6)}, 'signal': 'neutral'}","{'tenkan_sen': 7.49, 'kijun_sen': 7.435, 'senkou_span_a': 7.145, 'senkou_span_b': 7.145, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 7.00343, 'signal': 'bullish'}",53.9
KAMANWALA,2024-08-31,"{'value': np.float64(57.80392), 'signal': None}","{'value': {'macd': np.float64(0.68258), 'signal': np.float64(0.76343), 'histogram': np.float64(-0.08084)}, 'signal': 'bearish'}","{'middle_band': np.float64(18.2225), 'upper_band': np.float64(20.94084), 'lower_band': np.float64(15.50416), 'signal': None}","{'value': np.float64(18.2225), 'signal': 'bullish'}","{'value': np.float64(18.20158), 'signal': 'bullish'}","{'k_value': np.float64(47.10485), 'd_value': np.float64(51.43453), 'signal': 'bearish'}","{'value': np.float64(2.35143), 'signal': 'stable'}","{'value': 3302420, 'signal': 'bullish'}","{'levels': {'level_0': array(21.45), 'level_236': array(18.41268), 'level_382': array(16.53366), 'level_618': array(13.49634), 'level_100': array(8.58)}, 'signal': 'bullish'}","{'tenkan_sen': 19.35, 'kijun_sen': 18.15, 'senkou_span_a': 16.095, 'senkou_span_b': 16.435, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 19.90565, 'signal': 'bearish'}",53.87
SAKTHIFIN,2024-08-31,"{'value': np.float64(61.61941), 'signal': None}","{'value': {'macd': np.float64(2.89726), 'signal': np.float64(2.13372), 'histogram': np.float64(0.76355)}, 'signal': 'bullish'}","{'middle_band': np.float64(63.0035), 'upper_band': np.float64(73.82759), 'lower_band': np.float64(52.17941), 'signal': None}","{'value': np.float64(63.0035), 'signal': 'bullish'}","{'value': np.float64(64.29938), 'signal': 'bullish'}","{'k_value': np.float64(38.71595), 'd_value': np.float64(44.17639), 'signal': 'bearish'}","{'value': np.float64(5.58071), 'signal': 'volatile'}","{'value': 2325145, 'signal': 'bearish'}","{'levels': {'level_0': array(99.3), 'level_236': array(82.91924), 'level_382': array(72.78538), 'level_618': array(56.40462), 'level_100': array(29.89)}, 'signal': 'neutral'}","{'tenkan_sen': 70.78, 'kijun_sen': 69.51, 'senkou_span_a': 58.17, 'senkou_span_b': 57.25, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 62.03457, 'signal': 'bullish'}",53.83
CANFINHOME,2024-08-31,"{'value': np.float64(74.29784), 'signal': 'bearish'}","{'value': {'macd': np.float64(7.0353), 'signal': np.float64(-0.33903), 'histogram': np.float64(7.37433)}, 'signal': 'bullish'}","{'middle_band': np.float64(828.5575), 'upper_band': np.float64(892.16689), 'lower_band': np.float64(764.94811), 'signal': None}","{'value': np.float64(828.5575), 'signal': 'bullish'}","{'value': np.float64(843.57664), 'signal': 'bullish'}","{'k_value': np.float64(66.50206), 'd_value': np.float64(82.56273), 'signal': 'bearish'}","{'value': np.float64(21.21786), 'signal': 'volatile'}","{'value': -397, 'signal': 'bearish'}","{'levels': {'level_0': array(922.9), 'level_236': array(869.9652), 'level_382': array(837.2174), 'level_618': array(784.2826), 'level_100': array(698.6)}, 'signal': 'neutral'}","{'tenkan_sen': 855.375, 'kijun_sen': 834.725, 'senkou_span_a': 861.6875, 'senkou_span_b': 808.775, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 829.90428, 'signal': 'bullish'}",53.8
GUJCRED,2024-08-31,"{'value': np.float64(52.62238), 'signal': None}","{'value': {'macd': np.float64(-0.05912), 'signal': np.float64(-0.00108), 'histogram': np.float64(-0.05804)}, 'signal': 'bearish'}","{'middle_band': np.float64(21.2505), 'upper_band': np.float64(22.60464), 'lower_band': np.float64(19.89636), 'signal': None}","{'value': np.float64(21.2505), 'signal': 'bullish'}","{'value': np.float64(21.17551), 'signal': 'bullish'}","{'k_value': np.float64(74.19355), 'd_value': np.float64(47.07798), 'signal': 'bullish'}","{'value': np.float64(1.08286), 'signal': 'stable'}","{'value': 45091, 'signal': 'bullish'}","{'levels': {'level_0': array(36.56), 'level_236': array(32.37572), 'level_382': array(29.78714), 'level_618': array(25.60286), 'level_100': array(18.83)}, 'signal': 'bearish'}","{'tenkan_sen': 20.91, 'kijun_sen': 21.725, 'senkou_span_a': 20.995, 'senkou_span_b': 21.135, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 21.58261, 'signal': 'bearish'}",53.77
VIVOBIOT,2024-08-31,"{'value': np.float64(50.8982), 'signal': None}","{'value': {'macd': np.float64(0.06697), 'signal': np.float64(-0.08596), 'histogram': np.float64(0.15293)}, 'signal': 'bullish'}","{'middle_band': np.float64(37.9015), 'upper_band': np.float64(39.64149), 'lower_band': np.float64(36.16151), 'signal': None}","{'value': np.float64(37.9015), 'signal': 'bullish'}","{'value': np.float64(38.23798), 'signal': 'bullish'}","{'k_value': np.float64(59.3985), 'd_value': np.float64(63.74269), 'signal': 'bearish'}","{'value': np.float64(1.88286), 'signal': 'stable'}","{'value': -354802, 'signal': 'bullish'}","{'levels': {'level_0': array(49.05), 'level_236': array(43.9406), 'level_382': array(40.7797), 'level_618': array(35.6703), 'level_100': array(27.4)}, 'signal': 'neutral'}","{'tenkan_sen': 38.5, 'kijun_sen': 37.8, 'senkou_span_a': 39.085, 'senkou_span_b': 40.87, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 37.07338, 'signal': 'bullish'}",53.73
ROSEMER,2024-08-31,"{'value': np.float64(87.15313), 'signal': 'bearish'}","{'value': {'macd': np.float64(5.17105), 'signal': np.float64(1.91289), 'histogram': np.float64(3.25816)}, 'signal': 'bullish'}","{'middle_band': np.float64(127.6725), 'upper_band': np.float64(155.28383), 'lower_band': np.float64(100.06117), 'signal': None}","{'value': np.float64(127.6725), 'signal': 'bullish'}","{'value': np.float64(134.11565), 'signal': 'bullish'}","{'k_value': np.float64(76.34989), 'd_value': np.float64(84.62222), 'signal': 'bearish'}","{'value': np.float64(10.27857), 'signal': 'volatile'}","{'value': 185183, 'signal': 'bearish'}","{'levels': {'level_0': array(193.9), 'level_236': array(160.56736), 'level_382': array(139.94632), 'level_618': array(106.61368), 'level_100': array(52.66)}, 'signal': 'neutral'}","{'tenkan_sen': 138.7, 'kijun_sen': 131.85, 'senkou_span_a': 136.8625, 'senkou_span_b': 130.5, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 133.68776, 'signal': 'bullish'}",53.7
KZLFIN,2024-08-31,"{'value': np.float64(40.24557), 'signal': None}","{'value': {'macd': np.float64(-0.03901), 'signal': np.float64(0.31212), 'histogram': np.float64(-0.35113)}, 'signal': 'bearish'}","{'middle_band': np.float64(34.348), 'upper_band': np.float64(38.06107), 'lower_band': np.float64(30.63493), 'signal': None}","{'value': np.float64(34.348), 'signal': 'bearish'}","{'value': np.float64(33.58167), 'signal': 'bullish'}","{'k_value': np.float64(26.54723), 'd_value': np.float64(19.76113), 'signal': 'bullish'}","{'value': np.float64(3.81571), 'signal': 'stable'}","{'value': 83593, 'signal': 'bullish'}","{'levels': {'level_0': array(40.88), 'level_236': array(34.626), 'level_382': array(30.757), 'level_618': array(24.503), 'level_100': array(14.38)}, 'signal': 'neutral'}","{'tenkan_sen': 34.085, 'kijun_sen': 36.385, 'senkou_span_a': 31.5925, 'senkou_span_b': 32.445, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 30.6146, 'signal': 'bullish'}",53.67
VAMA,2024-08-31,"{'value': np.float64(59.56607), 'signal': None}","{'value': {'macd': np.float64(0.06838), 'signal': np.float64(-0.00609), 'histogram': np.float64(0.07447)}, 'signal': 'bullish'}","{'middle_band': np.float64(8.916), 'upper_band': np.float64(10.01932), 'lower_band': np.float64(7.81268), 'signal': None}","{'value': np.float64(8.916), 'signal': 'bullish'}","{'value': np.float64(9.14236), 'signal': 'bullish'}","{'k_value': np.float64(79.80296), 'd_value': np.float64(74.68981), 'signal': 'bullish'}","{'value': np.float64(0.47), 'signal': 'volatile'}","{'value': 8675977, 'signal': 'bullish'}","{'levels': {'level_0': array(11.82), 'level_236': array(10.00044), 'level_382': array(8.87478), 'level_618': array(7.05522), 'level_100': array(4.11)}, 'signal': 'neutral'}","{'tenkan_sen': 9.22, 'kijun_sen': 9.22, 'senkou_span_a': 9.585, 'senkou_span_b': 8.16, 'chikou_span': 0.0, 'signal': 'neutral'}","{'value': 9.99, 'signal': 'bearish'}",53.64
SVARTCORP,2024-08-31,"{'value': np.float64(48.8189), 'signal': None}","{'value': {'macd': np.float64(0.0338), 'signal': np.float64(0.03867), 'histogram': np.float64(-0.00487)}, 'signal': 'bearish'}","{'middle_band': np.float64(5.0185), 'upper_band': np.float64(5.22889), 'lower_band': np.float64(4.80811), 'signal': None}","{'value': np.float64(5.0185), 'signal': 'bullish'}","{'value': np.float64(5.02518), 'signal': 'bullish'}","{'k_value': np.float64(70.96774), 'd_value': np.float64(74.73118), 'signal': 'bearish'}","{'value': np.float64(0.31571), 'signal': 'stable'}","{'value': 12715705, 'signal': 'bearish'}","{'levels': {'level_0': array(5.61), 'level_236': array(4.92324), 'level_382': array(4.49838), 'level_618': array(3.81162), 'level_100': array(2.7)}, 'signal': 'bullish'}","{'tenkan_sen': 5.01, 'kijun_sen': 4.82, 'senkou_span_a': 4.845, 'senkou_span_b': 4.43, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 4.74719, 'signal': 'bullish'}",53.6
APOLLOFI,2024-08-31,"{'value': np.float64(63.69739), 'signal': None}","{'value': {'macd': np.float64(11.31902), 'signal': np.float64(3.96171), 'histogram': np.float64(7.35732)}, 'signal': 'bullish'}","{'middle_band': np.float64(892.4475), 'upper_band': np.float64(971.51175), 'lower_band': np.float64(813.38325), 'signal': None}","{'value': np.float64(892.4475), 'signal': 'bullish'}","{'value': np.float64(898.18431), 'signal': 'bullish'}","{'k_value': np.float64(40.41964), 'd_value': np.float64(46.21081), 'signal': 'bearish'}","{'value': np.float64(56.71071), 'signal': 'stable'}","{'value': 5698, 'signal': 'bearish'}","{'levels': {'level_0': array(1295.45), 'level_236': array(1100.7146), 'level_382': array(980.2427), 'level_618': array(785.5073), 'level_100': array(470.3)}, 'signal': 'neutral'}","{'tenkan_sen': 944.5, 'kijun_sen': 944.35, 'senkou_span_a': 882.875, 'senkou_span_b': 874.025, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 860.42183, 'signal': 'bullish'}",53.57
ZENITHEXPO,2024-08-31,"{'value': np.float64(61.05834), 'signal': None}","{'value': {'macd': np.float64(-10.62788), 'signal': np.float64(-15.10912), 'histogram': np.float64(4.48124)}, 'signal': 'bullish'}","{'middle_band': np.float64(261.1925), 'upper_band': np.float64(283.26285), 'lower_band': np.float64(239.12215), 'signal': None}","{'value': np.float64(261.1925), 'signal': 'bullish'}","{'value': np.float64(271.86567), 'signal': 'bullish'}","{'k_value': np.float64(99.84615), 'd_value': np.float64(89.59813), 'signal': 'bullish'}","{'value': np.float64(9.72857), 'signal': 'stable'}","{'value': 34818, 'signal': 'bearish'}","{'levels': {'level_0': array(449.25), 'level_236': array(366.3078), 'level_382': array(314.9961), 'level_618': array(232.0539), 'level_100': array(97.8)}, 'signal': 'neutral'}","{'tenkan_sen': 259.525, 'kijun_sen': 278.325, 'senkou_span_a': 359.3375, 'senkou_span_b': 304.625, 'chikou_span': 0.0, 'signal': 'bearish'}","{'value': 253.20091, 'signal': 'bullish'}",53.54
NAVA,2024-08-31,"{'value': np.float64(60.52702), 'signal': None}","{'value': {'macd': np.float64(36.83451), 'signal': np.float64(40.43695), 'histogram': np.float64(-3.60244)}, 'signal': 'bearish'}","{'middle_band': np.float64(926.405), 'upper_band': np.float64(975.58419), 'lower_band': np.float64(877.22581), 'signal': None}","{'value': np.float64(926.405), 'signal': 'bullish'}","{'value': np.float64(918.73687), 'signal': 'bullish'}","{'k_value': np.float64(43.31816), 'd_value': np.float64(57.18513), 'signal': 'bearish'}","{'value': np.float64(38.29286), 'signal': 'stable'}","{'value': 1141053, 'signal': 'bearish'}","{'levels': {'level_0': array(967.5), 'level_236': array(824.366), 'level_382': array(735.817), 'level_618': array(592.683), 'level_100': array(361.)}, 'signal': 'bullish'}","{'tenkan_sen': 968.45, 'kijun_sen': 899.425, 'senkou_span_a': 761.725, 'senkou_span_b': 652.225, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 920.25722, 'signal': 'bullish'}",53.5
REGENTRP,2024-08-31,"{'value': np.float64(64.87805), 'signal': None}","{'value': {'macd': np.float64(0.22594), 'signal': np.float64(0.25803), 'histogram': np.float64(-0.03209)}, 'signal': 'bearish'}","{'middle_band': np.float64(5.9795), 'upper_band': np.float64(6.49086), 'lower_band': np.float64(5.46814), 'signal': None}","{'value': np.float64(5.9795), 'signal': 'bullish'}","{'value': np.float64(5.93153), 'signal': 'bullish'}","{'k_value': np.float64(52.84091), 'd_value': np.float64(62.52298), 'signal': 'bearish'}","{'value': np.float64(0.55571), 'signal': 'stable'}","{'value': 1856509, 'signal': 'bearish'}","{'levels': {'level_0': array(6.38), 'level_236': array(5.58232), 'level_382': array(5.08884), 'level_618': array(4.29116), 'level_100': array(3.)}, 'signal': 'bullish'}","{'tenkan_sen': 5.765, 'kijun_sen': 5.695, 'senkou_span_a': 5.11, 'senkou_span_b': 4.795, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 5.38912, 'signal': 'bullish'}",53.47
RLF,2024-08-31,"{'value': np.float64(76.72634), 'signal': 'bearish'}","{'value': {'macd': np.float64(0.29904), 'signal': np.float64(0.04886), 'histogram': np.float64(0.25017)}, 'signal': 'bullish'}","{'middle_band': np.float64(9.6945), 'upper_band': np.float64(11.34082), 'lower_band': np.float64(8.04818), 'signal': None}","{'value': np.float64(9.6945), 'signal': 'bullish'}","{'value': np.float64(10.0211), 'signal': 'bullish'}","{'k_value': np.float64(99.21875), 'd_value': np.float64(99.21875), 'signal': 'neutral'}","{'value': np.float64(0.38214), 'signal': 'volatile'}","{'value': 276196, 'signal': 'neutral'}","{'levels': {'level_0': array(15.04), 'level_236': array(12.78856), 'level_382': array(11.39572), 'level_618': array(9.14428), 'level_100': array(5.5)}, 'signal': 'neutral'}","{'tenkan_sen': 10.14, 'kijun_sen': 9.74, 'senkou_span_a': 10.61, 'senkou_span_b': 10.545, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 9.75868, 'signal': 'bullish'}",53.44
SSWL,2024-08-31,"{'value': np.float64(56.24413), 'signal': None}","{'value': {'macd': np.float64(0.24191), 'signal': np.float64(-0.69302), 'histogram': np.float64(0.93493)}, 'signal': 'bullish'}","{'middle_band': np.float64(223.3375), 'upper_band': np.float64(238.03214), 'lower_band': np.float64(208.64286), 'signal': None}","{'value': np.float64(223.3375), 'signal': 'bullish'}","{'value': np.float64(224.90492), 'signal': 'bullish'}","{'k_value': np.float64(64.6), 'd_value': np.float64(62.8), 'signal': 'bullish'}","{'value': np.float64(7.61786), 'signal': 'stable'}","{'value': -538898, 'signal': 'bullish'}","{'levels': {'level_0': array(290.95), 'level_236': array(269.8398), 'level_382': array(256.7801), 'level_618': array(235.6699), 'level_100': array(201.5)}, 'signal': 'bearish'}","{'tenkan_sen': 224.05, 'kijun_sen': 226.4, 'senkou_span_a': 232.0875, 'senkou_span_b': 218.875, 'chikou_span': 0.0, 'signal': 'neutral'}","{'value': 235.3664, 'signal': 'bearish'}",53.41
